Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 04/02  23:00:00,1.33951806739,3.86574181127,0.0,3.83614564638,0.0,0.0954011967208,0.0954011967208,0.0954011967208,0.295440050685,0.0636456401632,0.163241640347,0.429681909146,0.275463630326
 04/02  24:00:00,0.91718216661,4.3831879666,0.0,4.35870743021,0.0,0.108127107472,0.108127107472,0.108127107472,0.151607451035,0.0326602661026,0.104798373634,0.355412387102,0.147932581265
 04/03  01:00:00,0.745185375146,4.73859630161,0.0,4.71605617603,0.0,0.116743241799,0.116743241799,0.116743241799,0.0932968623039,0.0200986186931,0.083814778355,0.327241189085,0.0873466849099
 04/03  02:00:00,0.68404842875,5.00904756033,0.0,4.98676876954,0.0,0.123142198207,0.123142198207,0.123142198207,0.0621979188246,0.0133990831332,0.0715474182325,0.323447088342,0.073670722011
 04/03  03:00:00,0.682383029224,5.27768139658,0.0,5.25571620754,0.0,0.129587847497,0.129587847497,0.129587847497,0.0621979188246,0.0133990831332,0.0640760367584,0.31889416745,0.0775839755607
 04/03  04:00:00,0.724836579833,5.46996771764,0.0,5.44883226655,0.0,0.134154563272,0.134154563272,0.134154563272,0.0621979188246,0.0133990831332,0.0738992009315,0.306847897591,0.11769391608
 04/03  05:00:00,0.954379910373,5.51073993702,0.0,5.48715447227,0.0,0.134824249348,0.134824249348,0.134824249348,0.0660852887511,0.0142365257218,0.0861981667443,0.342417592057,0.293974087751
 04/03  06:00:00,1.45450177609,6.08209996758,0.0,6.05484928242,0.0,0.148780252943,0.148780252943,0.148780252943,0.108846326077,0.023448402777,0.138308322259,0.395629854978,0.622844617052
 04/03  07:00:00,1.75587561148,5.41585572071,0.0,5.38689982605,0.0,0.131660452281,0.131660452281,0.131660452281,0.202143188381,0.0435470214701,0.213944220876,0.420386362326,0.712550366147
 04/03  08:00:00,1.65544844541,5.00572551078,0.0,4.98124497439,0.0,0.121803950016,0.121803950016,0.121803950016,0.163269489115,0.0351725955844,0.27497430448,0.355412387102,0.688171719111
 04/03  09:00:00,1.47668128328,4.55680687395,0.0,4.53597195787,0.0,0.111584249588,0.111584249588,0.111584249588,0.0777473905642,0.0167488534875,0.336182059337,0.302484681737,0.615290048569
 04/03  10:00:00,1.39573663513,4.57104695457,0.0,4.54972203576,0.0,0.113012151801,0.113012151801,0.113012151801,0.0621979188246,0.0133990831332,0.351414911732,0.30959862063,0.529469949005
 04/03  11:00:00,1.29314728755,2.89541409246,0.0,2.87408264028,0.0,0.0714895375246,0.0714895375246,0.0714895375246,0.0621979188246,0.0133990831332,0.366594887045,0.309693473148,0.453128387878
 04/03  12:00:00,1.20314448247,2.24278897958,0.0,2.22181686273,0.0,0.0559348376133,0.0559348376133,0.0559348376133,0.0621979188246,0.0133990831332,0.356901334072,0.304476584627,0.393590724198
 04/03  13:00:00,1.13567447973,1.81028341071,0.0,1.78858608982,0.0,0.0453924668814,0.0453924668814,0.0453924668814,0.0621979188246,0.0133990831332,0.324498591112,0.315005214189,0.35853720559
 04/03  14:00:00,1.08181200084,1.35331600911,0.0,1.33039694808,0.0,0.0339157757176,0.0339157757176,0.0339157757176,0.0621979188246,0.0133990831332,0.299429816056,0.332742635162,0.323482771949
