Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 01/04  23:00:00,1.02187899524,2.62781220712,0.0,2.56550372759,0.0,0.0445177672304,0.0445177672304,0.0445177672304,0.164718627801,0.0295933730176,0.0502967902808,0.433473489764,0.288748947141
 01/04  24:00:00,0.815357121719,2.79819434563,0.0,2.750142019,0.0,0.0477216933796,0.0477216933796,0.0477216933796,0.113090388878,0.0203178359816,0.0435869416981,0.376680396822,0.203429864959
 01/05  01:00:00,0.590036048503,2.97706581073,0.0,2.94087063543,0.0,0.0510313015704,0.0510313015704,0.0510313015704,0.0590036798269,0.010600609839,0.0386485741458,0.311572063332,0.108649819789
 01/05  02:00:00,0.493402505323,3.151193491,0.0,3.11669506337,0.0,0.0540822856216,0.0540822856216,0.0540822856216,0.0344188259487,0.00618369135735,0.0364037809873,0.286875798904,0.0649081225037
 01/05  03:00:00,0.467715179011,3.22960944427,0.0,3.20274435994,0.0,0.0555754514719,0.0555754514719,0.0555754514719,0.0245848691378,0.00441692122316,0.0344190020612,0.283549702685,0.0546392324316
 01/05  04:00:00,0.467672077047,3.29532320822,0.0,3.26873234573,0.0,0.0567205044921,0.0567205044921,0.0567205044921,0.0245848691378,0.00441692122316,0.0331770229889,0.279558387222,0.0586843719831
 01/05  05:00:00,0.494095657387,3.3760398703,0.0,3.34276972801,0.0,0.0580052342374,0.0580052342374,0.0580052342374,0.0245848691378,0.00441692122316,0.0336696072551,0.268998031726,0.0938909938079
 01/05  06:00:00,0.686795983325,3.3778295822,0.0,3.33503317424,0.0,0.057870986099,0.057870986099,0.057870986099,0.0245848691378,0.00441692122316,0.0357451070141,0.300180183781,0.25346791607
 01/05  07:00:00,1.07185254075,3.29883054407,0.0,3.22323078553,0.0,0.0559309410845,0.0559309410845,0.0559309410845,0.0565452096987,0.0101589207324,0.0422578350732,0.346828683255,0.549600950902
 01/05  08:00:00,1.26442908189,3.93071360205,0.0,3.81664047194,0.0,0.0662280511638,0.0662280511638,0.0662280511638,0.115548889526,0.0207595305713,0.0510568111019,0.368531461085,0.616774338446
 01/05  09:00:00,1.13636901347,2.99296382861,0.0,2.87542016523,0.0,0.0498955757609,0.0498955757609,0.0498955757609,0.11063191875,0.019876146875,0.0586542613656,0.311572063332,0.575209047383
 01/05  10:00:00,0.943536513877,2.42831234404,0.0,2.30950106399,0.0,0.0400754946014,0.0400754946014,0.0400754946014,0.0565452096987,0.0101589207324,0.0616202140166,0.265173021074,0.499433653754
 01/05  11:00:00,0.850580477825,1.99424664853,0.0,1.88684624997,0.0,0.0327413993798,0.0327413993798,0.0327413993798,0.0467112376283,0.00839214785663,0.0577626539713,0.271409451485,0.423033587504
 01/05  12:00:00,0.780746607756,1.69360247002,0.0,1.57140762589,0.0,0.0272677674022,0.0272677674022,0.0272677674022,0.0467112376283,0.00839214785663,0.0571243967723,0.27149260389,0.359228454206
 01/05  13:00:00,0.724452404061,1.50241973623,0.0,1.36575037203,0.0,0.023699110823,0.023699110823,0.023699110823,0.0467112376283,0.00839214785663,0.0585931939908,0.266919221589,0.309607492174
