Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly) 
 12/14  15:00:00,1.2425375647,8.16948770789,0.0,7.38033111959,0.197611852432,0.197611852432,0.197611852432,0.1901639145,0.041572475,0.356355588907,0.436133733863
 12/14  16:00:00,1.37167642386,8.34382419232,0.0,7.5476286862,0.202091323815,0.202091323815,0.202091323815,0.262607346722,0.0574096162519,0.368490937387,0.460377199685
 12/14  17:00:00,1.76839271092,8.36609619083,0.0,7.49390232122,0.200652775011,0.200652775011,0.200652775011,0.470882146443,0.102941382504,0.428670866964,0.54454554
 12/14  18:00:00,2.41141285768,8.05793115815,0.0,7.02747082129,0.188163851243,0.188163851243,0.188163851243,0.824043808112,0.180147407504,0.536821987543,0.661535803274
 12/14  19:00:00,2.7456218937,7.51165088511,0.0,6.33987116917,0.169753045713,0.169753045713,0.169753045713,1.08665094,0.237557,0.482732692333,0.718228215658
 12/14  20:00:00,2.54497784836,7.23007072873,0.0,6.03437480964,0.161573236361,0.161573236361,0.161573236361,1.01420772511,0.221719906259,0.385424228339,0.741352752288
 12/14  21:00:00,2.40253741896,6.73879546234,0.0,5.62361998164,0.150575081787,0.150575081787,0.150575081787,0.923653513834,0.201923473756,0.338845876819,0.766839472767
 12/14  22:00:00,2.19300045535,6.85030700441,0.0,5.83648279811,0.156274584261,0.156274584261,0.156274584261,0.778766651887,0.170249215008,0.318073398495,0.748936605699
 12/14  23:00:00,1.78484000771,6.58609744107,0.0,5.73812618526,0.153641039485,0.153641039485,0.153641039485,0.579547346612,0.126697082504,0.256145886137,0.648108652973
 12/14  24:00:00,1.40749224557,6.40390730588,0.0,5.73380881595,0.153525439882,0.153525439882,0.153525439882,0.407494211165,0.0890838987557,0.173494335907,0.563194359863
 12/15  01:00:00,1.02051294321,6.64290027493,0.0,6.16202035313,0.164991006091,0.164991006091,0.164991006091,0.208274799722,0.0455317662519,0.115167850971,0.465847520178
 12/15  02:00:00,0.867935878752,6.57392345899,0.0,6.17920850385,0.165451226947,0.165451226947,0.165451226947,0.126775979222,0.0277149912519,0.0983708244822,0.428922856849
 12/15  03:00:00,0.789521632561,6.42507822044,0.0,6.05427336134,0.162106029483,0.162106029483,0.162106029483,0.0814988419834,0.0178167773756,0.0834501454999,0.423949838219
 12/15  04:00:00,0.769670041555,6.2368903674,0.0,5.86057150099,0.156919570661,0.156919570661,0.156919570661,0.0814988419834,0.0178167773756,0.0747526356716,0.417982215863
 12/15  05:00:00,0.765833911692,6.29627553238,0.0,5.85534593865,0.156779653761,0.156779653761,0.156779653761,0.0814988419834,0.0178167773756,0.0868457568597,0.402192881712
 12/15  06:00:00,0.843175546117,6.76411812818,0.0,6.03141603158,0.16149401368,0.16149401368,0.16149401368,0.0905542628612,0.019796420626,0.101815917579,0.44881493137
 12/15  07:00:00,1.08544776015,6.85512943779,0.0,5.57868805591,0.149372008248,0.149372008248,0.149372008248,0.1901639145,0.041572475,0.165077844744,0.518561517658
 12/15  08:00:00,1.5016907392,7.46156291053,0.0,6.03440847183,0.161574137682,0.161574137682,0.161574137682,0.389383325943,0.0851246075038,0.25639820385,0.551010464219
 12/15  09:00:00,1.43898407509,7.38575091817,0.0,6.0038782706,0.16075667712,0.16075667712,0.16075667712,0.380327937665,0.0831449737557,0.32820696637,0.465847520178
 12/15  10:00:00,1.23131233238,7.24486511302,0.0,5.98871021891,0.16035054537,0.16035054537,0.16035054537,0.208274799722,0.0455317662519,0.39998131075,0.396473910288
 12/15  11:00:00,1.21604897451,7.20727214057,0.0,6.09153146474,0.163103632804,0.163103632804,0.163103632804,0.172053137943,0.0376132075038,0.416780676038,0.405798320219
 12/15  12:00:00,1.22177353997,6.58196139088,0.0,5.59278298316,0.149749406584,0.149749406584,0.149749406584,0.172053137943,0.0376132075038,0.435735142253,0.405922645685
 12/15  13:00:00,1.19281386464,6.03303386784,0.0,5.1437281987,0.137725752583,0.137725752583,0.137725752583,0.172053137943,0.0376132075038,0.425637021538,0.399084745068
 12/15  14:00:00,1.17533687999,6.28822305016,0.0,5.45721327945,0.14611946372,0.14611946372,0.14611946372,0.172053137943,0.0376132075038,0.385966199058,0.412884871767
 12/15  15:00:00,1.19120731289,6.23758556622,0.0,5.46326870571,0.146281600619,0.146281600619,0.146281600619,0.1901639145,0.041572475,0.356355588907,0.436133733863
 12/15  16:00:00,1.30500967892,5.8410131665,0.0,5.05778485202,0.135424578873,0.135424578873,0.135424578873,0.262607346722,0.0574096162519,0.368490937387,0.460377199685
 12/15  17:00:00,1.70978867403,6.16430115717,0.0,5.30518139219,0.142048738114,0.142048738114,0.142048738114,0.470882146443,0.102941382504,0.428670866964,0.54454554
 12/15  18:00:00,2.351272258,5.79802320852,0.0,4.78136293911,0.128023251564,0.128023251564,0.128023251564,0.824043808112,0.180147407504,0.536821987543,0.661535803274
 12/15  19:00:00,2.68369936863,5.18508879115,0.0,4.02721262588,0.107830520642,0.107830520642,0.107830520642,1.08665094,0.237557,0.482732692333,0.718228215658
 12/15  20:00:00,2.49030656994,5.17344395441,0.0,3.99253302506,0.106901957947,0.106901957947,0.106901957947,1.01420772511,0.221719906259,0.385424228339,0.741352752288
 12/15  21:00:00,2.34692611506,4.64724501368,0.0,3.54667048838,0.0949637778874,0.0949637778874,0.0949637778874,0.923653513834,0.201923473756,0.338845876819,0.766839472767
 12/15  22:00:00,2.14466679002,5.03094188548,0.0,4.03133573848,0.10794091893,0.10794091893,0.10794091893,0.778766651887,0.170249215008,0.318073398495,0.748936605699
 12/15  23:00:00,1.73514585116,4.71639312675,0.0,3.88216802509,0.103946882933,0.103946882933,0.103946882933,0.579547346612,0.126697082504,0.256145886137,0.648108652973
 12/15  24:00:00,1.36148068,4.67231436013,0.0,4.0153866409,0.107513874308,0.107513874308,0.107513874308,0.407494211165,0.0890838987557,0.173494335907,0.563194359863
 12/16  01:00:00,0.982789238985,4.95148531876,0.0,4.46670008422,0.119598004968,0.119598004968,0.119598004968,0.208274799722,0.0455317662519,0.122837147866,0.465847520178
 12/16  02:00:00,0.833841781426,5.12658878687,0.0,4.73389474428,0.126752268222,0.126752268222,0.126752268222,0.126775979222,0.0277149912519,0.102975685881,0.428922856849
 12/16  03:00:00,0.762075395505,5.28375991277,0.0,4.91544445909,0.131613347606,0.131613347606,0.131613347606,0.0814988419834,0.0178167773756,0.0864965903205,0.423949838219
 12/16  04:00:00,0.747143114773,5.33480718505,0.0,4.95975085756,0.132799672357,0.132799672357,0.132799672357,0.0814988419834,0.0178167773756,0.0763456071944,0.417982215863
 12/16  05:00:00,0.745715443513,5.43447862504,0.0,4.98758099319,0.133544837386,0.133544837386,0.133544837386,0.0814988419834,0.0178167773756,0.0899621050554,0.402192881712
 12/16  06:00:00,0.817573581136,5.6614275349,0.0,4.89674176115,0.131112574033,0.131112574033,0.131112574033,0.0905542628612,0.019796420626,0.106595392246,0.44881493137
 12/16  07:00:00,1.07312396559,6.01525695186,0.0,4.65544662762,0.124651782837,0.124651782837,0.124651782837,0.1901639145,0.041572475,0.177474275597,0.518561517658
 12/16  08:00:00,1.50326277994,6.70145093287,0.0,5.17107301649,0.138457922998,0.138457922998,0.138457922998,0.389383325943,0.0851246075038,0.281086459277,0.551010464219
 12/16  09:00:00,1.44157575354,6.17783534613,0.0,4.68730620544,0.125504838085,0.125504838085,0.125504838085,0.380327937665,0.0831449737557,0.36605048386,0.465847520178
 12/16  10:00:00,1.24942270321,6.06073348158,0.0,4.702986358,0.125924681577,0.125924681577,0.125924681577,0.208274799722,0.0455317662519,0.45251754537,0.396473910288
 12/16  11:00:00,1.23149469898,5.65004217707,0.0,4.44985948719,0.119147090026,0.119147090026,0.119147090026,0.172053137943,0.0376132075038,0.476182943291,0.405798320219
 12/16  12:00:00,1.26596477401,6.01323866064,0.0,4.95616856349,0.132703754741,0.132703754741,0.132703754741,0.172053137943,0.0376132075038,0.496972028135,0.405922645685
 12/16  13:00:00,1.1938353293,4.04340286811,0.0,3.09866777831,0.0829682936744,0.0829682936744,0.0829682936744,0.172053137943,0.0376132075038,0.481415945109,0.399084745068
 12/16  14:00:00,1.1665798356,4.10564503466,0.0,3.23093141033,0.0865097149075,0.0865097149075,0.0865097149075,0.172053137943,0.0376132075038,0.43681890348,0.412884871767
 12/16  15:00:00,1.18378379367,4.29373226962,0.0,3.48123010411,0.0932115806824,0.0932115806824,0.0932115806824,0.1901639145,0.041572475,0.402002089622,0.436133733863
 12/16  16:00:00,1.3012243611,4.12558038315,0.0,3.30167070229,0.088403792869,0.088403792869,0.088403792869,0.262607346722,0.0574096162519,0.411726405573,0.460377199685
 12/16  17:00:00,1.70164240461,4.34908440113,0.0,3.43591434137,0.0919982297264,0.0919982297264,0.0919982297264,0.470882146443,0.102941382504,0.470575105936,0.54454554
 12/16  18:00:00,2.37227040675,5.11327947776,0.0,4.02523175465,0.107777481879,0.107777481879,0.107777481879,0.824043808112,0.180147407504,0.578065905983,0.661535803274
