Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 04/25  03:00:00,0.358071377738,0.0227891463127,0.0,0.00498166896003,0.00114567262057,0.00612734158061,0.00114567262057,0.0207161295428,0.00344847043508,0.0424531237477,0.234985128465,0.0405461839668
 04/25  04:00:00,0.364364279227,0.028843640111,0.0,0.0,0.0,0.0,0.0,0.0207161295428,0.00344847043508,0.0427305601286,0.226108533785,0.0615655853358
 04/25  05:00:00,0.489770007101,0.0372898114642,0.0,0.0,0.0,0.0,0.0,0.0220108876392,0.00366399983727,0.0447354145489,0.252318951148,0.157245753927
 04/25  06:00:00,0.729515760302,0.0666220845008,0.0,0.0,0.0,0.0,0.0,0.0362532160862,0.00603482149462,0.0513244511022,0.291529735523,0.334578536096
 04/25  07:00:00,0.86538289833,0.101159314261,0.0,0.0144154200443,0.00331549903675,0.0177309190811,0.00331549903675,0.0673274316275,0.0112075306808,0.0602733927045,0.309772186008,0.374276438229
 04/25  08:00:00,0.769781188427,0.104515578197,0.0,0.0142629612851,0.00319871269734,0.0174616739825,0.00319871269734,0.0543798241294,0.00905223665884,0.0680153854459,0.261894490291,0.349182577919
 04/25  09:00:00,0.700168371637,0.105846062962,0.0,0.0515261421556,0.0111039665663,0.0626301087219,0.0111039665663,0.025895159275,0.00431058804385,0.0710830131577,0.222893389255,0.303561113184
 04/25  10:00:00,0.675532899058,0.0955508125029,0.0,0.0733304866719,0.0155094862402,0.0888399729121,0.0155094862402,0.0207161295428,0.00344847043508,0.0669792355739,0.228135472728,0.257618617866
 04/25  11:00:00,0.646543041943,0.10886543319,0.0,0.0816312160739,0.0170811029522,0.0987123190262,0.0170811029522,0.0207161295428,0.00344847043508,0.066199487569,0.228205367174,0.219466268196
 04/25  12:00:00,0.640816323258,0.121911153108,0.0,0.103839000801,0.0208319813035,0.124670982105,0.0208319813035,0.0207161295428,0.00344847043508,0.0680280550129,0.224361172627,0.189796513535
 04/25  13:00:00,0.653243181333,0.102470011631,0.0,0.123897914068,0.0245566717986,0.148454585866,0.0245566717986,0.0207161295428,0.00344847043508,0.0663952394334,0.232119456167,0.172314299888
