Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 11/18  12:00:00,0.720957883567,0.117495337742,0.0,0.101712130067,0.0219294786482,0.123641608715,0.0219294786482,0.03495846595,0.0058192934175,0.0623976243478,0.219853637614,0.264492253523
 11/18  13:00:00,0.73008904042,0.131865268022,0.0,0.141344506199,0.0299142348512,0.17125874105,0.0299142348512,0.03495846595,0.0058192934175,0.063830488503,0.216150130701,0.228276920798
 11/18  14:00:00,0.696051574932,0.110431872932,0.0,0.12684661883,0.0270805635753,0.153927182406,0.0270805635753,0.03495846595,0.0058192934175,0.0619459992534,0.223624481015,0.20598115289
 11/18  15:00:00,0.707522112449,0.1069117066,0.0,0.139976255941,0.0301843426775,0.170160598618,0.0301843426775,0.03907122665,0.0065039161725,0.0588588908799,0.236216404517,0.186916075612
 11/18  16:00:00,0.718017899657,0.134145918531,0.0,0.115966534533,0.0252072854262,0.141173819959,0.0252072854262,0.05552226945,0.0092424071925,0.0612809079711,0.249347019934,0.191656475151
 11/18  17:00:00,0.861789234447,0.210420269806,0.0,0.120744589339,0.0266783631946,0.147422952534,0.0266783631946,0.10076263715,0.0167732574975,0.0709019403471,0.2949338232,0.221199623719
 11/18  18:00:00,1.01750349533,0.334726278051,0.0,0.0578507906943,0.0129712912033,0.0708220818977,0.0129712912033,0.17890509045,0.0297810942594,0.0883070444654,0.358297459645,0.281595724608
 11/18  19:00:00,1.28845396136,0.268099185245,0.0,0.120448409568,0.0273868479067,0.147835257474,0.0273868479067,0.24470926165,0.0407350583394,0.0895444245675,0.389002898773,0.336832060559
 11/18  20:00:00,1.26584716049,0.151923352057,0.0,0.115269546477,0.0263422179472,0.141611764424,0.0263422179472,0.24470926165,0.0407350583394,0.0811153002156,0.401527485786,0.346353290078
 11/18  21:00:00,1.20669443032,0.10167607935,0.0,0.10585050303,0.0241885294267,0.130039032457,0.0241885294267,0.2262018385,0.0376542559419,0.0713436434568,0.415331466095,0.316329193866
